_id,ESA_NAME,ESA_NUM,LINK,X,Y,LONGITUDE,LATITUDE,OBJECTID,Shape__Area,Shape__Length,geometry
1,West Algonquin Island,87,esa_report_volume1_sept2012-appendix2.pdf,,,,,1,70155.6875,1237.00275483163,"{""coordinates"": [[[[-79.3625289225715, 43.6266781640019], [-79.3625137129381, 43.6266695043695], [-79.3624886010991, 43.6266559630683], [-79.3624641853125, 43.6266469322991], [-79.3624425452593, 43.6266379048647], [-79.3624228280425, 43.62663338043911], [-79.3624103701991, 43.6266243640485], [-79.3623601461646, 43.6265974794253], [-79.3623660733487, 43.6265522905438], [-79.3623666128276, 43.6265385190548], [-79.3624161343773, 43.6264713382236], [-79.3623462040008, 43.6264352484494], [-79.3623129479533, 43.6264067549817], [-79.362304068033, 43.6263991921135], [-79.3622463828202, 43.6263676087238], [-79.3621539537866, 43.6263404931166], [-79.3620827228433, 43.6263313968049], [-79.3619901618212, 43.626313282304], [-79.3619057277711, 43.6263176810406], [-79.3617705585684, 43.6263400121743], [-79.3616747697129, 43.6263894039999], [-79.3615887979396, 43.6264428582602], [-79.3616045714098, 43.6264703316201], [-79.3616072595465, 43.6265031089636], [-79.3616082052401, 43.6265392057133], [-79.3616066955343, 43.6265707087776], [-79.3616052021422, 43.62660050159581], [-79.3616063651012, 43.6266283173222], [-79.3616152949334, 43.6266573126322], [-79.36163087596582, 43.6266822743646], [-79.3616497346203, 43.6267045306407], [-79.3616706463743, 43.6267230988251], [-79.3616956504829, 43.62674032174701], [-79.3617206591454, 43.6267555643614], [-79.3617410705143, 43.6267708014104], [-79.3617601351362, 43.6267897274001], [-79.3617739828727, 43.6268140569186], [-79.3617833231818, 43.6268424226131], [-79.361788359066, 43.6268781642484], [-79.3617845210284, 43.626903723576106], [-79.3617747389095, 43.6269329662894], [-79.3617586411396, 43.6269604010852], [-79.3617428337283, 43.6269854958666], [-79.3617248011608, 43.62700824759111], [-79.3617079897777, 43.6270280303288], [-79.36169200531802, 43.6270438534499], [-79.3616749200438, 43.6270533742589], [-79.361654164126, 43.6270586599668], [-79.361625032431, 43.6270580846249], [-79.3615966316415, 43.6270521993364], [-79.3615598581915, 43.6270391027844], [-79.3615110476661, 43.6270172602842], [-79.361463171743, 43.626993159545], [-79.361416105434, 43.626967268489], [-79.3613596655207, 43.6269329857455], [-79.3612723772395, 43.6268849024072], [-79.3611916292089, 43.6268379971249], [-79.361133852073, 43.626803352589604], [-79.3610857703519, 43.6267772801354], [-79.3610539282803, 43.6267591486298], [-79.361023399121, 43.6267412887532], [-79.3610165522912, 43.6267441608766], [-79.3599375576393, 43.62613069494], [-79.3598664839716, 43.6261021544195], [-79.3598659763374, 43.6261019737693], [-79.3598652749849, 43.6260945017489], [-79.3598664031862, 43.6260889222649], [-79.3598694882018, 43.6260837952494], [-79.35987225945611, 43.6260803781149], [-79.3598769625324, 43.6260775034321], [-79.35988033511602, 43.6260766074261], [-79.3598842260525, 43.6260766121951], [-79.3598996534917, 43.6260766311027], [-79.359913976146, 43.6260721479552], [-79.3599334041027, 43.6260676710612], [-79.3599481461214, 43.626058687724], [-79.3599655294507, 43.626054217321], [-79.3599810788754, 43.6260497266665], [-79.359997743492, 43.6260452553783], [-79.3600109385042, 43.6260407708377], [-79.3600255709503, 43.6260362790542], [-79.3600446004093, 43.626027300954], [-79.3600721284628, 43.626013841555505], [-79.360089931149, 43.6260048619462], [-79.3601050820487, 43.6259958790892], [-79.3601248404172, 43.6259824911823], [-79.3601388636799, 43.625973506941], [-79.3601442787847, 43.6259735045644], [-79.3601594296684, 43.6259645217001], [-79.3601663793172, 43.6259600385031], [-79.36017989453822, 43.6259510446339], [-79.3601946260403, 43.6259465709526], [-79.3602113114923, 43.6259330892586], [-79.3602214457668, 43.625928600951], [-79.3602327057013, 43.6259196133193], [-79.3602474372335, 43.6259151216284], [-79.3602640130869, 43.6259061494935], [-79.3602772184942, 43.625897155234], [-79.3602869542626, 43.625888165734], [-79.3602969769798, 43.6258836862847], [-79.3603097630157, 43.6258792012097], [-79.3603222497048, 43.6258702060667], [-79.3603357648407, 43.6258612301816], [-79.36035050677, 43.6258522377907], [-79.3603641210503, 43.6258432530219], [-79.3603862338984, 43.6258297779314], [-79.3604001351274, 43.6258253032096], [-79.360412225265, 43.6258163075724], [-79.3604261265098, 43.625811823846], [-79.3604528469757, 43.6257938536685], [-79.3604656433914, 43.6257848678892], [-79.3604734232453, 43.6257803766853], [-79.3604870478999, 43.625766891215], [-79.3604994249789, 43.6257624056196], [-79.3605091606925, 43.6257534161004], [-79.3604975211527, 43.6257444004985], [-79.3604852065306, 43.6257218819732], [-79.3604767516013, 43.6257128702555], [-79.360462369604, 43.6256948499039], [-79.3604550403225, 43.6256813388591], [-79.3604477006325, 43.6256723285006], [-79.3604381285078, 43.62565881471671], [-79.3604299918147, 43.6256408019849], [-79.3604187944446, 43.6256227855156], [-79.3604092203781, 43.6256047620258], [-79.3604010732857, 43.6255912499787], [-79.360398741723, 43.625586746432], [-79.3603910070935, 43.6255717046499], [-79.3604108610582, 43.6255597570332], [-79.3605159149074, 43.625474371967], [-79.3606203944704, 43.6253799847031], [-79.3607502716032, 43.6253036310804], [-79.3608727568099, 43.6252407704129], [-79.3609686151045, 43.6251553647329], [-79.3610911412367, 43.6250745010796], [-79.3612352980059, 43.62501166635191], [-79.3613867836685, 43.6249624324425], [-79.3614119450329, 43.6249540016318], [-79.3614395520084, 43.6249489943119], [-79.3614511006876, 43.6249490083088], [-79.3614635890489, 43.6249445227432], [-79.3614794457809, 43.6249355405576], [-79.3615240255001, 43.6249265931656], [-79.361568219013, 43.6249131445885], [-79.3615918347262, 43.6249086724826], [-79.3616219930305, 43.6249042082915], [-79.3616634335715, 43.6248862556449], [-79.3617041450767, 43.6248728028016], [-79.3617331860647, 43.6248638365293], [-79.3617630675722, 43.6248503705657], [-79.3617890685209, 43.6248323992027], [-79.3618084071194, 43.6248234211807], [-79.3618339991315, 43.6248054493131], [-79.3618433234962, 43.6247919584814], [-79.3618682091832, 43.6247739857523], [-79.3618991955254, 43.6247650217882], [-79.3619123901166, 43.62476053702651], [-79.3619350925005, 43.6247544434943], [-79.3620132628482, 43.6247192523843], [-79.362038633028, 43.6247115417995], [-79.3620639801078, 43.6247085119094], [-79.3620954635676, 43.6247097200744], [-79.36212795179561, 43.6247158802129], [-79.3621586922991, 43.6247277091172], [-79.36218226368392, 43.6247425898469], [-79.3622024438945, 43.6247665578987], [-79.3622084333862, 43.6247862871866], [-79.3622120697969, 43.6248054645526], [-79.3622168247688, 43.6248286038827], [-79.3622232252594, 43.6248474245235], [-79.3622340034244, 43.6248701210416], [-79.36228991188, 43.6249140342237], [-79.362399323921, 43.6249860871574], [-79.3624009573135, 43.6249870792774], [-79.3624987422036, 43.6250447248809], [-79.3626033103019, 43.6250403499052], [-79.3626949923949, 43.6250899767595], [-79.3628020506612, 43.6251621254939], [-79.36288749495282, 43.625252242004], [-79.3629698103502, 43.6253288616004], [-79.3630675430102, 43.6254100003042], [-79.3631126577166, 43.6254820655295], [-79.363126222603, 43.6255000935715], [-79.3631422430964, 43.6255991281437], [-79.3631172566661, 43.6257161254184], [-79.3630793932259, 43.6258286065638], [-79.3630098650626, 43.6259320393545], [-79.3629387798453, 43.6260443906202], [-79.3628695792817, 43.6261343216168], [-79.3627995902815, 43.6262602662181], [-79.3627057057416, 43.626377171679], [-79.3626360566527, 43.6264896144862], [-79.3625711515954, 43.6266245664459], [-79.3625398961851, 43.6266642250312], [-79.3625289225715, 43.6266781640019]]]], ""type"": ""MultiPolygon""}"
2,Vale of Avoca,84,esa_report_volume1_sept2012-appendix2.pdf,,,,,2,64834.4453125,1285.27377274479,"{""coordinates"": [[[[-79.3916875432816, 43.6911454266953], [-79.3914706994612, 43.6912172313884], [-79.3912236657616, 43.691293498591], [-79.39091373502, 43.6914057104351], [-79.3906678653466, 43.6914549736579], [-79.3904596025131, 43.6914727768628], [-79.3903483062281, 43.6912881345912], [-79.39006315462521, 43.6909953005748], [-79.3898716792745, 43.6907881674544], [-79.3895081671963, 43.6904907468566], [-79.38950790665, 43.6904637427134], [-79.3895160399928, 43.6904322460348], [-79.3895130255848, 43.6904052392295], [-79.3894669046451, 43.6903916926953], [-79.3894144779775, 43.6904141452312], [-79.389333971121, 43.6903465485872], [-79.3893340290473, 43.6903150441025], [-79.3893015576282, 43.6902789984703], [-79.3892529732995, 43.6899323834454], [-79.3889020792977, 43.6897925948357], [-79.3887036967585, 43.689729383764], [-79.3885854269786, 43.6897247588992], [-79.3883323861463, 43.6898910450021], [-79.3881450834473, 43.6899267770523], [-79.388140113783, 43.6899042689443], [-79.3880780777618, 43.6899177101673], [-79.3879604596791, 43.6896161234642], [-79.3879341800129, 43.6895530796122], [-79.3879094385525, 43.6894900462632], [-79.3880227466225, 43.68946765406971], [-79.388677321135, 43.6893287732881], [-79.3893466250364, 43.6891854203668], [-79.3896168324054, 43.6891316828202], [-79.3897367052345, 43.6891002939661], [-79.3897401290274, 43.6891273011666], [-79.3897630525515, 43.6891273232759], [-79.3897828087637, 43.689122841677], [-79.3898091227896, 43.6891138657468], [-79.3898220192886, 43.6891093865297], [-79.3898665595772, 43.6890914268532], [-79.3898944533399, 43.6891139569729], [-79.3899386176608, 43.6891320021033], [-79.3899812685285, 43.6891365438111], [-79.39000254643652, 43.6891410649382], [-79.390168160697, 43.6892762616759], [-79.3902828127829, 43.6893528918229], [-79.3904532115035, 43.689443086241205], [-79.3905531188102, 43.6897087382533], [-79.3907315589379, 43.6898799516338], [-79.3907050393971, 43.6899473460028], [-79.3907262604495, 43.6899833714829], [-79.3907541876227, 43.6899878988255], [-79.39079379151771, 43.6899834450209], [-79.3908362785142, 43.690023991444], [-79.3909311303732, 43.6900825994245], [-79.3909803699472, 43.6901276528852], [-79.3910360557764, 43.6901682208218], [-79.3910937438767, 43.6902402861787], [-79.3911702478158, 43.6903753875041], [-79.391227735146, 43.69049696873541], [-79.3913111761557, 43.6906995772864], [-79.3914206365842, 43.6908302091166], [-79.3914518510346, 43.6909381643076], [-79.3915408584139, 43.6910057675192], [-79.3916597289219, 43.6910778906153], [-79.3916875432816, 43.6911454266953]]]], ""type"": ""MultiPolygon""}"
3,Vale of Avoca,84,esa_report_volume1_sept2012-appendix2.pdf,,,,,3,199454.5703125,2631.2380913939,"{""coordinates"": [[[[-79.3886824070247, 43.6891208392306], [-79.3873405961988, 43.6894129580016], [-79.3872222894283, 43.6894218426393], [-79.3871091265547, 43.6894262315853], [-79.3872158578847, 43.689358827202], [-79.3873587336665, 43.6892329408962], [-79.3875295650004, 43.6890890883211], [-79.3872167349863, 43.6888907335034], [-79.3873580292231, 43.68878743889], [-79.3872415336674, 43.6887108129852], [-79.38710023478, 43.6888231897628], [-79.386486433118, 43.6885030087266], [-79.3863079071258, 43.688385805398], [-79.3860104606127, 43.6880659269914], [-79.3859663579384, 43.6880163758483], [-79.3859334377735, 43.6880028410513], [-79.3858958420176, 43.6879757906247], [-79.38585486845011, 43.6879442451634], [-79.3857940993739, 43.6878856670066], [-79.38574695475872, 43.6878182001486], [-79.3857105957486, 43.687786659247], [-79.3856764563138, 43.6877686135044], [-79.3856207164374, 43.6877595564424], [-79.385556785946, 43.6877459905026], [-79.3855434937046, 43.6877954933527], [-79.3853350043689, 43.6877817734507], [-79.3851479858809, 43.6876645597769], [-79.3848465461588, 43.6875697338396], [-79.3848204904434, 43.6874436803625], [-79.3848023759056, 43.6873941459469], [-79.3847761091116, 43.687326609708], [-79.3847451370402, 43.687313076530806], [-79.3847141353563, 43.687308535616], [-79.3845941685562, 43.68738943528031], [-79.3844282090537, 43.6874432754192], [-79.3842707633971, 43.687488131636], [-79.384127661671, 43.6875239918737], [-79.3840637144311, 43.6875194263831], [-79.3842317406416, 43.6871910221516], [-79.38436013221241, 43.6869345969877], [-79.3844014367471, 43.6868447067501], [-79.3844279880814, 43.6867637128709], [-79.3844478994405, 43.6866782116208], [-79.38446432897291, 43.6865972164997], [-79.3844761873899, 43.68649370449581], [-79.384477984612, 43.686358677759], [-79.38445863496, 43.6861516102141], [-79.3843997800119, 43.6859505335875], [-79.3843769083845, 43.685872460146], [-79.3843638791025, 43.685836441748805], [-79.3843704886807, 43.6858050248812], [-79.3843593248764, 43.6857600070655], [-79.3843053376567, 43.6856339161696], [-79.384264397095, 43.6855348513716], [-79.3843529197517, 43.6854719318302], [-79.38452479862332, 43.685368581582], [-79.3846587646796, 43.6852426895614], [-79.384706530723, 43.6851977222206], [-79.3847263894377, 43.6851392337631], [-79.38472301606, 43.6850807128739], [-79.3846741038917, 43.6849276233376], [-79.3845759397588, 43.6847925856811], [-79.3842643495261, 43.6843466699564], [-79.3846200914974, 43.6841804874034], [-79.3846239737875, 43.684180491322], [-79.3849533582337, 43.6840458036983], [-79.3849544869481, 43.6840458048343], [-79.3854883242197, 43.6837763826505], [-79.3855175808867, 43.683888847288], [-79.3855666055946, 43.6839834191054], [-79.3856172801167, 43.6840779925512], [-79.38571896095011, 43.6841906195919], [-79.3859220896476, 43.684388869243], [-79.3862023195408, 43.6846006972679], [-79.3862741344979, 43.6847132940686], [-79.3863935247477, 43.6849338817753], [-79.3865130005642, 43.6851095439179], [-79.38661604483981, 43.6853166942014], [-79.3867895227136, 43.6856139452138], [-79.3867550148078, 43.6856274129895], [-79.3866514779784, 43.685681318198], [-79.3865560452071, 43.6857262300507], [-79.3865020579945, 43.6857621816776], [-79.3864640429014, 43.68579365749311], [-79.3864360162816, 43.6858430468141], [-79.3864211871108, 43.6858925482559], [-79.3864165088593, 43.6859330494768], [-79.3864260454169, 43.6859735648215], [-79.3864488573551, 43.6860321049627], [-79.3864979316132, 43.6861086737867], [-79.3866452150953, 43.6862933646668], [-79.3868219858785, 43.6865231000688], [-79.3870218492605, 43.6867753612716], [-79.3870988127368, 43.6868698699815], [-79.3873705738995, 43.6870816956883], [-79.3873969108352, 43.687113235195], [-79.3874215936403, 43.6871537653675], [-79.3874444574853, 43.6871853014424], [-79.3876460574258, 43.6873205283064], [-79.387713083812, 43.6873701103293], [-79.3877916626051, 43.6874241953029], [-79.38773917912901, 43.6874781605845], [-79.3877030858789, 43.6875231316413], [-79.3876949479767, 43.6875501275516], [-79.3877126472086, 43.6876041617506], [-79.387735374574, 43.6876491905818], [-79.3877504613512, 43.6876807099532], [-79.3877503858158, 43.6877212157357], [-79.3877568764942, 43.6877527266643], [-79.3878092259457, 43.6877707896598], [-79.3878828527173, 43.687793365152], [-79.387912597724, 43.6878068962748], [-79.3879416806394, 43.687842929994], [-79.3879927018753, 43.6879149093973], [-79.3882977311535, 43.6881177461517], [-79.38839927226891, 43.6881448492348], [-79.3884813633162, 43.688185435205], [-79.388587907625, 43.6882170526527], [-79.3886812246505, 43.6882711513708], [-79.3891763296868, 43.688595724272], [-79.3893462821806, 43.6887039135181], [-79.3895243932734, 43.6888211206958], [-79.3895793698757, 43.6888616796644], [-79.3896014210916, 43.6888841141996], [-79.3896118243555, 43.6889066364969], [-79.389608723287, 43.6889201354515], [-79.3895928538743, 43.6889291214245], [-79.3895583612245, 43.6889335797524], [-79.3894504754814, 43.6889559787144], [-79.3892345176877, 43.6890007761521], [-79.3887195610829, 43.6891127742371], [-79.3886824070247, 43.6891208392306]]]], ""type"": ""MultiPolygon""}"
4,Vale of Avoca,84,esa_report_volume1_sept2012-appendix2.pdf,,,,,4,56197.9140625,973.78858750956,"{""coordinates"": [[[[-79.3844676328314, 43.6819479188274], [-79.3845475458502, 43.6819930961328], [-79.3846869975261, 43.6820427531019], [-79.3848167254219, 43.6820924091042], [-79.3851200553758, 43.6821962474197], [-79.3850624773239, 43.68229520395071], [-79.385047625934, 43.6823627078427], [-79.3850455583373, 43.6824257149323], [-79.3850439172097, 43.6824797301417], [-79.3850539302515, 43.6825427583798], [-79.3852137481671, 43.6828534011393], [-79.3852990111811, 43.6830470328713], [-79.3852707912595, 43.6832045364545], [-79.3852935972192, 43.683258567193], [-79.3853179621891, 43.6833081078377], [-79.3853081694063, 43.6833441032461], [-79.3852948693821, 43.6833980977506], [-79.3852867261963, 43.6834341038131], [-79.3852850460774, 43.6834566053975], [-79.3852962616011, 43.6834746192686], [-79.3853408211277, 43.6834971762446], [-79.3854209821483, 43.68352426054691], [-79.3854651324649, 43.6835468080629], [-79.3854949483596, 43.6835738508589], [-79.3847252088711, 43.6839420408134], [-79.38422049831141, 43.6841620807559], [-79.3840018177082, 43.6842428798179], [-79.3837899447899, 43.6843371873416], [-79.383711242542, 43.68413906054921], [-79.3836198609806, 43.6838914135968], [-79.3835367409007, 43.6835988494504], [-79.383512563852, 43.6834592955397], [-79.3834546024889, 43.6830046343754], [-79.3834209020383, 43.6827616366773], [-79.383394564119, 43.6825725643139], [-79.3835881120135, 43.6824782388327], [-79.383578480386, 43.6824304320689], [-79.3836444057332, 43.6823584797133], [-79.3836861264537, 43.6823153068842], [-79.3837550914537, 43.6822556083391], [-79.3838345985994, 43.6821960914905], [-79.38392564362302, 43.6821413659982], [-79.38402068428, 43.6820920362718], [-79.3841328002885, 43.6820445330385], [-79.3842627035882, 43.68200270953], [-79.3843635346008, 43.6819734673035], [-79.3844676328314, 43.6819479188274]]]], ""type"": ""MultiPolygon""}"
